id_cliente,nome,data_nascimento,genero,cidade_residencia,estado_residencia,profissao,renda_mensal,nivel_educacional,qtd_dependentes,data_cadastro
C01255,Daniel Rodrigues,2005-01-19,Masculino,Londrina,PR,Psicopedagogo,5303.22,Pós,2,2021-04-04
C01256,Julia Ferreira,1961-10-28,Masculino,Londrina,PR,Engenheiro de processos,15317.48,Médio,2,2022-01-17
C01257,Sophia Fernandes,1962-03-13,Feminino,Londrina,PR,Modelo,14762.06,Fundamental,2,2022-04-26
C01258,Breno Carvalho,1983-04-12,Masculino,Londrina,PR,Profissional de comércio exterior,2503.96,Superior,0,2021-11-11
C01259,Joana Nogueira,1981-09-14,Masculino,Londrina,PR,Angiologista,12136.8,Médio,1,2022-03-11
C01260,Luiz Fernando Oliveira,1968-09-25,Feminino,Londrina,PR,Engenheiro civil,9041.21,Pós,0,2021-09-27
C01261,Daniela Castro,2000-10-13,Feminino,Londrina,PR,Psicopedagogo,9510.96,Fundamental,2,2021-05-24
C01262,Enrico da Mata,1988-11-03,Outro,Londrina,PR,Zootecnista,3688.66,Fundamental,2,2022-10-25
C01263,Luiza Melo,1994-12-22,Outro,Londrina,PR,Carteiro,12939.46,Técnico,1,2023-07-31
C01264,Caio Silva,1955-08-09,Outro,Londrina,PR,Velejador,17192.65,Superior,0,2022-01-19
C01265,Nicolas Ribeiro,1965-07-20,Outro,Londrina,PR,Promotor público/de justiça,3463.51,Superior,0,2024-01-17
C01266,Leonardo Duarte,2000-01-31,Masculino,Londrina,PR,Profissional de informática,6708.07,Pós,0,2025-02-01
C01267,Isabella Moreira,1962-03-19,Feminino,Londrina,PR,Mãe social,16709.26,Fundamental,4,2025-06-28
C01268,Gustavo Henrique Lopes,1983-08-21,Masculino,Londrina,PR,Dançarino,11369.15,Médio,1,2024-12-07
C01269,Thales Pereira,1989-03-03,Feminino,Londrina,PR,Engenheiro metalúrgico,16240.25,Técnico,1,2023-05-21
C01270,Sra. Bárbara Rezende,1961-06-13,Outro,Londrina,PR,Físico,4165.4,Superior,1,2024-09-22
C01271,Dr. Thomas Silveira,1999-03-18,Masculino,Londrina,PR,Recreador,11740.2,Técnico,3,2022-02-18
C01272,Gustavo Oliveira,2007-07-02,Masculino,Londrina,PR,Odontologista estético,2272.8,Técnico,3,2021-08-30
C01273,Murilo Pinto,1955-04-09,Feminino,Londrina,PR,Hostess,11437.31,Fundamental,3,2020-09-28
C01274,Vicente Ferreira,1976-12-07,Masculino,Londrina,PR,Fonoaudiólogo,15343.49,Superior,1,2023-11-03
C01275,Clara Pires,1996-10-17,Feminino,Londrina,PR,Cineasta,18254.12,Técnico,1,2020-11-25
C01276,Enzo Freitas,1966-09-13,Masculino,Londrina,PR,Pescador,4903.87,Técnico,5,2023-08-08
C01277,Davi Lucas Lopes,1978-05-27,Feminino,Londrina,PR,Publicitário,5095.03,Médio,1,2024-05-30
C01278,Caroline Silveira,1976-12-01,Outro,Londrina,PR,Classificador contábil,17266.65,Técnico,1,2021-02-28
C01279,Sr. Vicente Correia,1988-10-19,Outro,Londrina,PR,Contramestre em transporte marítimo,11668.8,Superior,1,2023-10-02
C01280,Daniel Gonçalves,2002-03-05,Masculino,Londrina,PR,Técnico em documentação,6137.72,Médio,0,2022-06-30
C01281,Isis Almeida,1976-10-07,Outro,Londrina,PR,Cadeirinha,10513.02,Superior,0,2023-12-18
C01282,Emanuelly Caldeira,1948-09-16,Masculino,Londrina,PR,Microfonista,13918.97,Médio,0,2023-08-10
C01283,Eduardo Farias,1960-11-05,Feminino,Londrina,PR,Tintureiro,12961.04,Médio,3,2021-05-31
C01284,Letícia Ferreira,1981-06-11,Feminino,Londrina,PR,Roteirista,9836.95,Técnico,0,2024-11-06
C01285,Yuri Novaes,2006-07-27,Feminino,Londrina,PR,Tecnólogo em produção de bebidas,14328.98,Médio,0,2021-12-24
C01286,Fernanda da Cruz,1948-04-27,Outro,Londrina,PR,Filósofo,8243.13,Superior,0,2024-04-23
C01287,Luiz Otávio da Cruz,1959-02-18,Feminino,Londrina,PR,Cartógrafo,4619.83,Superior,1,2024-07-24
C01288,Eduarda Nascimento,1951-02-17,Masculino,Londrina,PR,Jogador de golfe,14675.68,Pós,1,2020-11-13
C01289,Maria Cecília Correia,1984-01-14,Feminino,Londrina,PR,Tesoureiro,3984.66,Superior,0,2024-12-01
C01290,Otávio Cunha,1969-01-08,Feminino,Londrina,PR,Engenheiro de iluminação,10062.69,Superior,2,2022-09-13
C01291,Stephany Rocha,1956-07-04,Feminino,Londrina,PR,Cadista,10508.97,Fundamental,0,2021-06-06
C01292,Isabella Pinto,1977-11-23,Outro,Londrina,PR,Peixeiro,12722.61,Superior,1,2022-05-23
C01293,Ana Laura Moreira,1972-01-01,Masculino,Londrina,PR,Major,17989.0,Médio,0,2020-10-15
C01294,Caio da Rosa,1992-03-01,Outro,Londrina,PR,Dogueiro,17897.21,Fundamental,3,2021-06-25
C01295,Calebe Rezende,1992-02-24,Masculino,Londrina,PR,Tecnólogo em navegação fluvial,18003.95,Técnico,2,2025-06-16
C01296,Luiz Gustavo das Neves,1981-09-30,Masculino,Londrina,PR,Professor,16533.88,Técnico,1,2024-12-05
C01297,Isabelly Monteiro,1956-06-22,Outro,Londrina,PR,Tradutor,5436.07,Fundamental,1,2022-07-10
C01298,Juan Cardoso,1979-01-20,Feminino,Londrina,PR,Parteira tradicional,11554.18,Técnico,3,2023-06-06
C01299,Marcela Gomes,1953-03-28,Outro,Londrina,PR,Moldador,15841.15,Superior,1,2025-04-12
C01300,Kevin Farias,1992-06-03,Masculino,Londrina,PR,Coreógrafo,17991.59,Técnico,1,2021-01-31
C01301,Kamilly Cunha,1965-08-13,Feminino,Londrina,PR,Prefeito,3976.8,Técnico,1,2022-04-16
C01302,Vinicius Costa,1971-07-14,Masculino,Londrina,PR,Amolador de ferramentas,8840.53,Técnico,2,2024-08-06
C01303,Ana Vitória Araújo,1995-09-18,Outro,Londrina,PR,Engenheiro de iluminação,5919.29,Técnico,1,2023-04-08
C01304,Vitor Nogueira,1980-05-23,Masculino,Londrina,PR,Serventuário,15508.31,Médio,0,2024-12-17
C01305,Augusto da Rosa,1968-04-24,Masculino,Londrina,PR,Flanelinha,4814.19,Técnico,1,2021-06-14
C01306,Pedro Henrique Araújo,2003-12-03,Masculino,Londrina,PR,Estilista,15114.52,Pós,2,2025-06-11
C01307,Diego Caldeira,2001-06-09,Feminino,Londrina,PR,Contabilista,2247.77,Pós,1,2022-02-12
C01308,Camila da Rocha,1976-01-10,Masculino,Londrina,PR,Economista doméstico,6390.61,Médio,0,2022-09-15
C01309,Vinicius Jesus,1956-01-02,Outro,Londrina,PR,Salgadeira,5325.32,Superior,5,2024-03-03
C01310,Lorena Pereira,1981-02-09,Feminino,Londrina,PR,Perfumista,18481.19,Fundamental,2,2022-04-13
C01311,Rebeca Nogueira,1952-07-23,Outro,Londrina,PR,Lenhador,7495.32,Técnico,0,2024-03-21
C01312,Natália Barros,1997-06-13,Feminino,Londrina,PR,Implantodontista,16945.14,Superior,3,2022-10-09
C01313,Davi Lucca Dias,2004-12-19,Outro,Londrina,PR,Nadador,12047.96,Pós,3,2024-11-29
C01314,Srta. Catarina Nogueira,1962-02-19,Feminino,Londrina,PR,Técnico em radiologia,8257.99,Fundamental,0,2024-11-02
C01315,Vicente Dias,2005-07-30,Feminino,Londrina,PR,Modelista,8462.08,Médio,2,2025-06-09
C01316,Beatriz Nascimento,1996-05-11,Feminino,Londrina,PR,Lutador de kung fu,8028.61,Superior,1,2024-01-22
C01317,Emilly Martins,1947-01-01,Feminino,Londrina,PR,Vigia parlamentar,17912.68,Fundamental,1,2025-01-17
C01318,Vitor Nogueira,1966-01-04,Masculino,Londrina,PR,Engenheiro de supply chain ou logística,9638.13,Médio,2,2022-05-19
C01319,Cauê Farias,1969-12-14,Outro,Londrina,PR,Encarregado de manutenção predial,13404.32,Médio,2,2022-05-14
C01320,Srta. Bruna Lopes,2002-09-24,Masculino,Londrina,PR,Almirante,4411.11,Técnico,0,2020-10-27
C01321,Yago Castro,1979-12-22,Masculino,Londrina,PR,Engenheiro de horticultura,13730.53,Pós,1,2020-09-20
C01322,Fernanda Martins,1987-08-01,Feminino,Londrina,PR,Preparador de máquinas,14824.73,Pós,0,2024-04-01
C01323,Julia Ribeiro,1954-01-09,Feminino,Londrina,PR,Vigia parlamentar,10361.89,Técnico,1,2020-10-28
C01324,André Porto,1998-07-15,Outro,Londrina,PR,Borracheiro,16917.25,Fundamental,3,2025-01-30
C01325,Alexia Gonçalves,1959-12-06,Masculino,Londrina,PR,Mototaxista,3865.87,Técnico,0,2024-05-24
C01326,Marcela Nunes,1949-03-31,Masculino,Londrina,PR,Delegado,13146.5,Fundamental,2,2024-12-22
C01327,Cecília das Neves,1961-11-15,Outro,Londrina,PR,Zootecnista,4217.0,Médio,3,2021-12-18
C01328,Maria Julia Azevedo,1989-12-01,Masculino,Londrina,PR,Capoeirista,11057.85,Pós,4,2022-04-13
C01329,Ana Julia da Mata,2003-11-14,Outro,Londrina,PR,Produtor editorial,13296.02,Superior,1,2024-01-12
C01330,Elisa Caldeira,1983-03-30,Masculino,Londrina,PR,Ginasta artística,5506.98,Técnico,3,2022-04-14
C01331,Vitória Cardoso,1949-04-20,Feminino,Londrina,PR,Personal stylist,4655.49,Pós,0,2022-10-18
C01332,João Pedro Silva,1962-02-19,Masculino,Londrina,PR,Mecânico,16200.4,Médio,5,2025-07-07
C01333,Enzo Duarte,2000-04-26,Outro,Londrina,PR,Vigilante noturno/diurno,10949.89,Médio,3,2025-05-13
C01334,Laura Fogaça,1961-10-19,Outro,Londrina,PR,Fisiculturista,7839.42,Pós,2,2020-07-25
C01335,Diego Duarte,1979-02-27,Outro,Londrina,PR,Implantodontista,2773.59,Pós,0,2020-08-04
C01336,Emilly Gomes,1992-12-10,Masculino,Londrina,PR,Cientista político,3508.55,Médio,1,2021-11-22
C01337,João Ribeiro,1944-07-11,Outro,Londrina,PR,Mecanógrafo,14160.8,Médio,0,2024-09-09
C01338,Raul Ramos,1987-01-04,Masculino,Londrina,PR,Plastimodelista,4782.31,Técnico,2,2022-12-22
C01339,Alexandre Cavalcanti,1991-10-11,Masculino,Londrina,PR,Orçamentista,17738.42,Técnico,0,2023-03-05
C01340,Ana Júlia Barros,1991-12-22,Masculino,Londrina,PR,Educador,3224.01,Médio,0,2024-02-15
C01341,Mariane Moura,1970-03-30,Outro,Londrina,PR,Figurinista,11476.79,Fundamental,2,2022-03-29
C01342,Sr. Kaique da Conceição,1990-01-10,Outro,Londrina,PR,Cartazeiro,13510.79,Técnico,2,2023-02-09
C01343,Pietro Barros,2002-08-16,Feminino,Londrina,PR,Capataz,17684.25,Técnico,1,2024-12-14
C01344,Sr. Guilherme Ribeiro,1969-05-15,Masculino,Londrina,PR,Capelão,18860.8,Pós,2,2024-09-10
C01345,Dr. Gabriel Ribeiro,1955-09-14,Feminino,Londrina,PR,Letrista,7984.58,Técnico,1,2024-01-21
C01346,Sra. Isis Lima,1992-05-01,Feminino,Londrina,PR,Supervisor,3976.84,Pós,1,2024-08-16
C01347,Sr. Gustavo da Rocha,1969-11-13,Masculino,Londrina,PR,Juiz ou árbitro de futebol,18336.58,Fundamental,1,2021-11-24
C01348,Pedro Miguel da Rosa,2000-11-14,Outro,Londrina,PR,Soldado,17720.18,Pós,4,2024-12-06
C01349,Sr. Igor Jesus,1962-10-29,Masculino,Londrina,PR,Flautista,1601.18,Fundamental,0,2023-11-22
C01350,Cauã da Cunha,1996-05-27,Outro,Londrina,PR,Letrista,3679.83,Fundamental,2,2022-11-06
C01351,Sra. Isabelly Costela,1979-02-16,Outro,Londrina,PR,Engenheiro de transportes,5300.25,Superior,0,2024-01-16
C01352,Vitor Lima,1998-10-19,Feminino,Londrina,PR,Gestor de tecnologia da informação,3471.79,Pós,1,2024-06-10
C01353,Francisco Teixeira,1947-09-15,Outro,Londrina,PR,Ourives,6192.21,Técnico,1,2022-05-28
C01354,Fernanda Vieira,1950-11-11,Outro,Londrina,PR,Apontador de mão-de-obra,8264.42,Superior,1,2021-08-05
C01355,Ana Júlia Ribeiro,2005-07-01,Feminino,Londrina,PR,Lancheiro,15466.98,Pós,1,2023-11-16
C01356,Carlos Eduardo Lopes,1951-07-12,Outro,Londrina,PR,Prensista,10425.65,Superior,5,2021-01-16
C01357,Yago Freitas,1991-09-01,Outro,Londrina,PR,Laboratorista,10449.56,Superior,1,2021-03-25
C01358,Fernanda Moura,2003-04-13,Feminino,Londrina,PR,Lutador de jiu-jitsu,15822.6,Pós,1,2024-04-06
C01359,Esther Costela,1972-06-08,Masculino,Londrina,PR,Engenheiro de controle e automação,17317.48,Fundamental,0,2024-01-22
C01360,Sra. Sabrina Pereira,2005-11-30,Masculino,Londrina,PR,Gerente de riscos em seguros,9762.01,Médio,3,2023-07-22
C01361,Srta. Valentina Rocha,1984-06-22,Masculino,Londrina,PR,Museólogo,10904.36,Superior,2,2025-05-29
C01362,Renan da Mota,2002-12-04,Outro,Londrina,PR,Pedreiro,12859.47,Fundamental,0,2020-12-13
C01363,Dra. Pietra Araújo,1959-06-01,Feminino,Londrina,PR,Profissional de rádio e tv,19344.55,Fundamental,1,2021-09-08
C01364,Maria Vitória Moura,1949-02-15,Masculino,Londrina,PR,Amolador de ferramentas,16730.23,Pós,0,2022-03-12
C01365,Maria Eduarda Nogueira,1969-12-13,Outro,Londrina,PR,Designer de interiores,9554.48,Fundamental,2,2023-11-15
C01366,Caio Costa,1978-03-19,Masculino,Londrina,PR,Técnico em rede,8360.45,Técnico,1,2021-04-09
C01367,Joaquim Ferreira,1986-10-05,Outro,Londrina,PR,Podólogo,8610.03,Pós,1,2020-11-15
C01368,João Silveira,1980-07-10,Outro,Londrina,PR,Açougueiro,11138.6,Técnico,3,2020-08-15
C01369,Thales Costela,1995-05-23,Masculino,Londrina,PR,Cerimonialista,13345.39,Pós,3,2022-12-18
C01370,Clarice da Mata,1997-09-01,Masculino,Londrina,PR,Manobrista,17235.5,Técnico,4,2024-01-25
C01371,Sr. Levi Cardoso,1947-07-05,Masculino,Londrina,PR,Headhunter,2121.77,Técnico,2,2022-05-06
C01372,Dra. Nicole Jesus,1984-03-08,Outro,Londrina,PR,Técnico em radiologia,14421.32,Técnico,1,2024-10-06
C01373,Theo Viana,1954-07-26,Outro,Londrina,PR,Engenheiro florestal,2167.13,Médio,3,2021-03-29
C01374,Bryan Dias,1952-11-25,Masculino,Londrina,PR,Engenheiro de projetos,19549.45,Fundamental,0,2024-05-11
C01375,Davi Luiz da Paz,1997-12-20,Feminino,Londrina,PR,Presidente da República,8032.86,Pós,5,2020-11-05
C01376,Enrico Azevedo,1985-10-09,Outro,Londrina,PR,Engenheiro de supply chain ou logística,5205.74,Fundamental,0,2020-07-26
C01377,Davi Luiz Porto,1966-04-06,Outro,Londrina,PR,Cirurgião bucal,2769.42,Fundamental,2,2020-08-14
C01378,Emanuel Lima,1992-08-24,Feminino,Londrina,PR,Diretor de fotografia,14933.57,Técnico,2,2022-09-28
C01379,Maria Luiza Sales,1985-03-09,Outro,Londrina,PR,Engenheiro físico,7939.76,Superior,3,2021-12-29
C01380,Ana Clara Campos,1994-09-20,Outro,Londrina,PR,Síndico,19316.56,Pós,1,2023-10-28
C01381,Caroline Castro,1948-10-07,Feminino,Londrina,PR,Engenheiro de alimentos,12135.77,Superior,2,2021-10-04
C01382,Luna Porto,1948-09-18,Feminino,Londrina,PR,Parteira tradicional,10865.4,Técnico,2,2023-08-26
C01383,Bianca da Cunha,1985-03-22,Outro,Londrina,PR,Estilista,6943.66,Fundamental,1,2020-09-05
C01384,João Vitor Silva,1982-05-02,Outro,Londrina,PR,Engenheiro industrial,19199.12,Técnico,0,2022-06-21
C01385,Ana Sophia Duarte,1972-01-07,Outro,Londrina,PR,Brigadeiro,6127.62,Pós,5,2022-06-08
C01386,Laura Gonçalves,1976-09-01,Feminino,Londrina,PR,Somelier,11918.62,Médio,2,2021-10-28
C01387,Natália da Conceição,1970-01-08,Feminino,Londrina,PR,Modelista,19282.92,Pós,0,2024-12-11
C01388,Luiz Fernando Lima,1985-01-23,Feminino,Londrina,PR,Apicultor,18085.69,Fundamental,1,2024-09-10
C01389,Gustavo Carvalho,1969-09-05,Masculino,Londrina,PR,Técnico em desporto,6269.67,Pós,3,2025-04-25
C01390,Isabel Martins,2001-10-16,Masculino,Londrina,PR,Naturólogo,14022.89,Médio,0,2021-07-18
C01391,Marina Rezende,1970-06-02,Feminino,Londrina,PR,Técnico em rede,9129.88,Superior,0,2022-06-30
C01392,Milena Fogaça,1951-06-18,Outro,Londrina,PR,Pedicure,1679.88,Superior,1,2021-01-21
C01393,Dr. André Teixeira,1975-11-12,Feminino,Londrina,PR,Perito judicial,3220.67,Superior,4,2025-05-27
C01394,Vicente Lopes,1996-03-21,Outro,Londrina,PR,Lutador de kung fu,18730.83,Pós,2,2020-11-23
C01395,Dra. Emanuelly da Mota,1985-03-19,Feminino,Londrina,PR,Radiooperador de vôo,5543.47,Técnico,1,2025-02-17
C01396,Alícia Porto,1969-11-12,Masculino,Londrina,PR,Garimpeiro,19021.69,Médio,2,2022-08-11
C01397,Ana Lívia Oliveira,2002-04-16,Outro,Londrina,PR,Cinematográfo,5193.83,Médio,4,2021-12-24
C01398,Stella Cavalcanti,1978-10-13,Feminino,Londrina,PR,Agente de viagens,5325.4,Médio,0,2024-07-20
C01399,Maria Cecília Santos,1975-08-09,Masculino,Londrina,PR,Perito criminal,16972.19,Superior,1,2024-06-15
C01400,Srta. Valentina Duarte,2002-09-05,Masculino,Londrina,PR,Desembargador de justiça,3717.75,Fundamental,4,2021-06-24
C01401,Davi Lucca da Luz,1994-01-01,Outro,Londrina,PR,Atleta de tiro com arco,10614.3,Fundamental,1,2022-05-17
C01402,Sra. Laura Caldeira,1993-10-09,Outro,Londrina,PR,Médico cirurgião,19222.87,Pós,0,2023-02-17
C01403,Matheus da Mata,1946-07-02,Outro,Londrina,PR,Meredeira,7335.21,Técnico,1,2021-07-02
C01404,Diego Dias,1949-11-06,Feminino,Londrina,PR,Salgadeira,10579.9,Técnico,1,2023-10-16
C01405,Sra. Natália Monteiro,2001-10-28,Feminino,Londrina,PR,Empregado doméstico,5608.72,Técnico,0,2023-03-25
C01406,Marcelo Barros,1970-12-27,Masculino,Londrina,PR,Assessor parlamentar,11226.11,Pós,0,2020-10-04
C01407,Anthony Duarte,1998-11-14,Outro,Londrina,PR,Estatístico,2102.41,Superior,4,2023-10-09
C01408,Eloah Nogueira,1979-04-19,Outro,Londrina,PR,Terapeuta ocupacional,15854.22,Pós,2,2023-07-24
C01409,Clarice Cunha,1968-09-26,Masculino,Londrina,PR,Cartógrafo,14417.52,Pós,1,2025-02-06
C01410,Ryan Costa,1980-09-09,Outro,Londrina,PR,Guia turistico,1655.74,Médio,1,2020-10-16
C01411,Kevin Fogaça,1958-01-08,Outro,Londrina,PR,Açougueiro,3363.83,Superior,1,2025-05-17
C01412,Daniel Correia,1958-11-01,Feminino,Londrina,PR,Corregedor de justiça,4962.32,Superior,0,2025-05-08
C01413,Clara da Mota,1981-09-28,Feminino,Londrina,PR,Manobrista,10219.89,Técnico,1,2024-03-24
C01414,Amanda Martins,1948-01-25,Feminino,Londrina,PR,Revisor,4902.4,Pós,2,2023-03-15
C01415,Ana Carolina Azevedo,1969-04-27,Feminino,Londrina,PR,Fundidor de placa de gesso,14463.18,Superior,0,2023-04-05
C01416,Laís Gomes,1999-07-15,Feminino,Londrina,PR,DJ,6673.15,Médio,1,2022-08-30
C01417,Dr. Luiz Felipe Mendes,1980-10-15,Masculino,Londrina,PR,Otorrinolaringologista,19616.54,Médio,2,2023-09-27
C01418,Juan da Luz,1958-01-21,Masculino,Londrina,PR,Recreador,14835.09,Médio,2,2020-12-17
C01419,Danilo Lopes,2000-10-23,Feminino,Londrina,PR,Empresário,17341.71,Médio,1,2025-01-06
C01420,Rodrigo Vieira,2006-06-14,Outro,Londrina,PR,Pizzaiolo,4266.64,Fundamental,1,2022-12-05
C01421,Sra. Luana da Cunha,1984-11-11,Feminino,Londrina,PR,Escritor,10742.56,Técnico,1,2024-07-05
C01422,Laura Santos,1982-09-23,Outro,Londrina,PR,Chargista,7340.95,Pós,1,2023-03-13
C01423,João Guilherme Silveira,1982-06-26,Feminino,Londrina,PR,Crítico,11899.56,Técnico,1,2024-03-21
C01424,Julia da Conceição,1997-02-11,Feminino,Londrina,PR,Luthier,3331.03,Médio,3,2025-05-06
C01425,Kaique Lima,1982-11-09,Masculino,Londrina,PR,Segurança particular,16555.63,Pós,2,2020-10-03
C01426,Juan Caldeira,1960-11-18,Outro,Londrina,PR,Laboratorista,3281.58,Superior,4,2021-05-25
C01427,Dr. João Pedro Porto,2004-01-23,Feminino,Londrina,PR,Musicoterapeuta,8165.67,Técnico,2,2023-03-14
C01428,Henrique Porto,1963-11-17,Feminino,Londrina,PR,Gagsman,7866.6,Pós,2,2023-12-24
C01429,Dr. Eduardo das Neves,2000-08-19,Feminino,Londrina,PR,Designer de interiores,17546.32,Técnico,2,2022-09-07
C01430,Dr. Noah Moraes,1966-10-02,Outro,Londrina,PR,Astronauta,12154.05,Técnico,2,2022-11-02
C01431,Evelyn Ferreira,1985-04-27,Feminino,Londrina,PR,Clínico geral,8069.52,Técnico,0,2024-12-02
C01432,Dra. Mirella Silveira,1947-10-10,Outro,Londrina,PR,Tradutor,9768.21,Fundamental,1,2023-12-09
C01433,Rebeca Mendes,1960-03-15,Outro,Londrina,PR,Soldado,6800.69,Médio,2,2023-01-16
C01434,Beatriz Santos,1987-11-18,Masculino,Londrina,PR,Antropólogo,13350.74,Superior,1,2024-03-02
C01435,Juan Duarte,1959-07-31,Outro,Londrina,PR,Coronel,12827.74,Pós,1,2023-11-19
C01436,Anthony Cardoso,1996-07-29,Masculino,Londrina,PR,Conferente de expedição,2963.57,Superior,1,2021-04-02
C01437,Anthony Ramos,2001-07-13,Feminino,Londrina,PR,Quiropraxista,7362.25,Superior,1,2022-08-29
C01438,Srta. Heloísa Melo,1955-11-18,Feminino,Londrina,PR,Engenheiro de som,12699.62,Pós,1,2025-01-10
C01439,Samuel Pereira,1985-02-01,Feminino,Londrina,PR,Operador de telemarketing,15948.02,Superior,0,2024-09-23
C01440,Dr. Yago Silva,1978-06-16,Outro,Londrina,PR,Fundidor de placa de gesso,11137.31,Pós,2,2021-10-08
C01441,Davi Lucas Fogaça,1991-10-27,Masculino,Londrina,PR,Engenheiro petroquímico,4901.89,Fundamental,2,2024-09-06
C01442,Vicente Cardoso,2004-08-06,Outro,Londrina,PR,Técnico de gesso,5840.6,Superior,2,2020-10-16
C01443,Maria Alice Cavalcanti,1985-08-11,Outro,Londrina,PR,Jogador de basquete,14462.89,Fundamental,0,2021-07-02
C01444,Kamilly Rodrigues,1955-08-23,Masculino,Londrina,PR,Violonista,8845.34,Fundamental,3,2021-08-19
C01445,Vitor Gabriel Melo,1955-10-07,Feminino,Londrina,PR,Moldureiro,11646.02,Fundamental,1,2025-01-08
C01446,Dra. Maria Cecília Barros,1959-12-26,Feminino,Londrina,PR,Odontologista preventivo e social,11193.68,Fundamental,0,2022-05-06
C01447,Sr. Lucas da Rosa,1958-05-12,Feminino,Londrina,PR,Médico,12934.89,Fundamental,1,2020-11-13
C01448,Clarice da Cruz,2006-12-06,Feminino,Londrina,PR,Guarda roupeiro,7223.36,Médio,1,2021-12-23
C01449,Isabel Silva,1957-11-19,Feminino,Londrina,PR,Militar da Aeronáutica,9698.47,Médio,4,2024-11-28
C01450,Sr. Bernardo da Cunha,1979-08-11,Outro,Londrina,PR,Capelão,17012.58,Fundamental,1,2023-05-28
C01451,João Cavalcanti,1944-09-24,Outro,Londrina,PR,Técnico em radiologia,8101.56,Superior,0,2023-08-03
C01452,Emilly Azevedo,2004-03-30,Feminino,Londrina,PR,Capataz,10143.08,Técnico,2,2020-09-02
C01453,Emanuel Barbosa,1944-11-26,Feminino,Londrina,PR,Militar do Exército,11648.09,Médio,1,2020-08-29
C01454,Maria Luiza da Mota,1951-01-28,Outro,Londrina,PR,Espeleologista,11476.82,Técnico,1,2023-01-31
C01455,Danilo Nogueira,1983-12-27,Feminino,Londrina,PR,Desembargador de justiça,13174.38,Técnico,1,2025-06-10
C01456,Yago Rodrigues,1970-10-23,Outro,Londrina,PR,Engenheiro mecânico,13336.05,Técnico,1,2022-05-18
C01457,Sophia Moura,1979-11-24,Feminino,Londrina,PR,Ginasta rítmica,10410.56,Médio,1,2022-02-10
C01458,Vitor Farias,1963-01-23,Masculino,Londrina,PR,Serralheiro,9674.42,Superior,3,2021-07-17
C01459,Alexandre Fernandes,1956-08-29,Feminino,Londrina,PR,Baixista,4380.77,Fundamental,1,2024-04-05
C01460,Sr. João da Mota,1978-03-06,Outro,Londrina,PR,Ombudsman,16584.53,Médio,0,2025-07-03
C01461,Srta. Maria Vitória Nogueira,1954-01-20,Feminino,Londrina,PR,Geógrafo,10180.16,Fundamental,0,2022-06-07
C01462,Mariane Cavalcanti,1955-01-22,Feminino,Londrina,PR,Controller,19018.71,Pós,1,2023-04-24
C01463,Ana Carolina Santos,1978-11-17,Masculino,Londrina,PR,Chaveiro,15668.58,Superior,3,2022-12-22
C01464,Lucas Gabriel Oliveira,1987-12-27,Masculino,Londrina,PR,Tecnólogo em produção moveleira,16240.2,Técnico,0,2023-09-27
C01465,Ryan Araújo,2005-05-13,Masculino,Londrina,PR,Escultor,9117.11,Técnico,0,2025-05-02
C01466,Marcos Vinicius Campos,1977-05-16,Feminino,Londrina,PR,Artista/Técnico em espetáculos de diversões,6123.08,Pós,2,2022-01-07
C01467,Sra. Alana Gomes,1957-04-28,Feminino,Londrina,PR,Cirurgião bucal,5580.96,Fundamental,0,2024-12-21
C01468,Daniel Peixoto,1971-10-25,Outro,Londrina,PR,Soldado,5931.89,Técnico,0,2020-10-13
C01469,Ana Luiza da Paz,1965-01-25,Outro,Londrina,PR,Profissional de marketing,14165.85,Superior,1,2025-06-05
C01470,Sr. Luiz Henrique Costela,1945-03-08,Outro,Londrina,PR,Tradutor,11340.97,Superior,0,2021-04-13
C01471,Luiz Felipe Moreira,1944-11-24,Masculino,Londrina,PR,Profissional de rádio e tv,17289.42,Médio,1,2024-09-08
C01472,Rodrigo Ribeiro,1982-02-04,Feminino,Londrina,PR,Cabeleireiro,3541.59,Pós,1,2024-07-02
C01473,Matheus Alves,1948-08-10,Feminino,Londrina,PR,Engenheiro florestal,6534.48,Técnico,0,2024-04-10
C01474,Dra. Luana Barbosa,1991-08-28,Masculino,Londrina,PR,Guincheiro,7431.91,Médio,2,2025-06-03
C01475,Caio da Conceição,1958-08-29,Outro,Londrina,PR,Tecnólogo em tecnologia da madeira,1909.42,Fundamental,1,2023-06-18
C01476,Bruno Campos,1995-09-02,Feminino,Londrina,PR,Conferente de expedição,3813.23,Pós,1,2021-06-07
C01477,Sofia Melo,1956-07-14,Masculino,Londrina,PR,Lubrificador de máquinas,5806.99,Médio,3,2020-12-24
C01478,Daniel Sales,1999-07-23,Feminino,Londrina,PR,Projetista mecânico,5517.98,Pós,0,2021-12-20
C01479,Marina Teixeira,1947-01-28,Feminino,Londrina,PR,Figurante,19962.32,Pós,0,2024-11-09
C01480,Maysa Costa,1978-07-05,Masculino,Londrina,PR,Pesquisador,7609.6,Médio,3,2025-06-05
C01481,Vitória Ferreira,1982-03-03,Feminino,Londrina,PR,Médico geneticista,15849.58,Fundamental,1,2021-07-09
C01482,Mariana Araújo,1985-10-29,Feminino,Londrina,PR,Violonista,4859.67,Superior,3,2022-07-29
C01483,Srta. Lara Campos,1956-06-07,Feminino,Londrina,PR,Montador,16822.66,Fundamental,2,2022-07-30
